position,team_id
64,8
65,40
66,6
67,19
68,62
69,27
70,33
71,56
72,35
73,63
74,18
75,39
76,44
77,54
78,15
79,17
80,7
81,46
82,38
83,50
84,49
85,37
86,21
87,5
88,26
89,48
90,31
91,36
92,58
93,57
94,59
95,9
96,2
97,25
98,64
99,61
100,66
101,13
102,3
103,12
104,4
105,53
106,11
107,22
108,28
109,32
110,41
111,42
112,30
113,16
114,10
115,43
116,55
117,0
118,1
119,14
120,51
121,29
122,65
123,67
124,23
125,45
126,20
127,52
