position,team_id
17,33
18,18
19,15
20,7
22,31
25,3
26,53
28,30
32,8
33,19
34,62
35,33
36,63
37,18
38,54
39,15
40,7
41,50
42,49
43,21
44,26
45,31
46,58
47,59
48,2
49,61
50,13
51,3
52,53
53,11
54,28
55,41
56,30
57,43
58,55
59,1
60,51
61,65
62,23
63,20
